"","X","FishID","Species","temp_bin","rate_ggd","rate_final","rep","mass","vol","trial","bath","lograte","lograte_ggd","day","no_mass_rate","mass_corrected","time"
"1",1,"Masu1","Masu",18,0.0051336987547046,3.56506857965597,5,3.3,350,1,1,1.27118329061138,-5.27192887478285,1,213.904114779358,2.34279551250975,150
"2",2,"Masu1","Masu",19,0.00502306802394606,3.48824168329587,10,3.3,350,1,1,1.24939779358204,-5.29371437181219,1,209.294500997752,2.29230848708207,300
"3",3,"Masu1","Masu",21,0.00635891181893956,4.4159109853747,19,3.3,350,1,1,1.48521415147424,-5.05789801391999,1,264.954659122482,2.90192915199873,570
"4",4,"Masu1","Masu",22,0.00605903761145768,4.20766500795672,20,3.3,350,1,1,1.43690786389119,-5.10620430150304,1,252.459900477403,2.76507968318987,600
"5",5,"Masu1","Masu",22,0.00759672838414717,5.27550582232443,26,3.3,350,1,1,1.66307456525297,-4.88003760014125,1,316.530349339466,3.4668144779289,780
"6",6,"Masu1","Masu",21,0.00553599232109921,3.84443911187445,27,3.3,350,1,1,1.34662771764182,-5.19648444775241,1,230.666346712467,2.52638469588307,810
"7",7,"Masu1","Masu",21,0.00626349440501157,4.34964889236914,29,3.3,350,1,1,1.47009512744511,-5.07301703794912,1,260.978933542148,2.85838481879044,870
"8",8,"Masu1","Masu",21,0.00652963196847606,4.53446664477504,30,3.3,350,1,1,1.51170746800128,-5.03140469739295,1,272.067998686502,2.97983835924673,900
"9",9,"Masu1","Masu",20,0.00492917830710557,3.42304049104553,44,3.3,350,1,1,1.23052918858867,-5.31258297680556,1,205.382429462732,2.24946132798784,1320
"10",10,"Masu1","Masu",20,0.00615044482053096,4.27114223647984,47,3.3,350,1,1,1.45188129415655,-5.09123087123767,1,256.26853418879,2.80679393434879,1410
"11",11,"Masu1","Masu",18,0.00447882593649754,3.1102957892344,57,3.3,350,1,1,1.13471783074715,-5.40839433464708,2,186.617747354064,2.04394020894249,1710
"12",12,"Masu1","Masu",19,0.00881226603349414,6.11962918992649,60,3.3,350,1,1,1.8115015048073,-4.73161066058693,2,367.177751395589,4.02153268136205,1800
"13",13,"Masu1","Masu",20,0.00519843491879039,3.61002424915999,62,3.3,350,1,1,1.28371448954106,-5.25939767585316,2,216.601454949599,2.37233826559363,1860
"14",14,"Masu1","Masu",20,0.00548347773371393,3.80797064841245,63,3.3,350,1,1,1.33709640902453,-5.2060157563697,2,228.478238904747,2.50241933571175,1890
"15",15,"Ito1","Ito",18,0.00367953482027834,2.55523251408218,4,5.5,350,1,1,0.938143223069764,-5.60496894232446,1,153.313950844931,1.77623442313066,120
"16",16,"Ito1","Ito",18,0.00380610452398391,2.6431281416555,5,5.5,350,1,1,0.971963117857954,-5.57114904753627,1,158.58768849933,1.83733384890815,150
"17",17,"Ito1","Ito",19,0.00413750021470605,2.87326403799031,8,5.5,350,1,1,1.05544867900797,-5.48766348638626,1,172.395842279419,1.99730962364298,240
"18",18,"Ito1","Ito",20,0.00432479587764273,3.00333047058523,12,5.5,350,1,1,1.09972182976142,-5.44339033563281,1,180.199828235114,2.08772349932579,360
"19",19,"Ito1","Ito",21,0.00493919745383817,3.42999823183206,18,5.5,350,1,1,1.23255974567686,-5.31055241971737,1,205.799893909924,2.38431567267598,540
"20",20,"Ito1","Ito",22,0.00548863371138448,3.81155118846144,24,5.5,350,1,1,1.33803624236032,-5.2050759230339,1,228.693071307686,2.64954691565577,720
"21",21,"Ito1","Ito",22,0.00535908499835814,3.72158680441538,25,5.5,350,1,1,1.31415013766078,-5.22896202773345,1,223.295208264923,2.58700942252444,750
"22",22,"Ito1","Ito",21,0.00488580444062739,3.39291975043569,28,5.5,350,1,1,1.22169083401508,-5.32142133137915,1,203.575185026141,2.35854108087242,840
"23",23,"Ito1","Ito",21,0.00492426421480711,3.41962792694938,31,5.5,350,1,1,1.22953175186644,-5.31358041352779,1,205.177675616963,2.3771068991458,930
"24",24,"Ito1","Ito",21,0.00489206799868649,3.39726944353228,32,5.5,350,1,1,1.22297200411721,-5.32014016127702,1,203.836166611937,2.3615647096677,960
"25",25,"Ito1","Ito",20,0.00441878744095584,3.06860238955267,42,5.5,350,1,1,1.12122221023969,-5.42188995515453,1,184.11614337316,2.13309636801574,1260
"26",26,"Ito1","Ito",20,0.00451247346485132,3.13366212836897,43,5.5,350,1,1,1.14220232968844,-5.40090983570579,1,188.019727702138,2.17832174261807,1290
"27",27,"Ito1","Ito",20,0.00447481573164263,3.10751092475182,46,5.5,350,1,1,1.13382206000454,-5.40929010538969,1,186.450655485109,2.16014309632459,1380
"28",28,"Ito1","Ito",17,0.00296816267144906,2.06122407739518,51,5.5,350,1,1,0.723300018655009,-5.81981214673922,2,123.673444643711,1.43283131373668,1530
"29",29,"Ito1","Ito",17,0.00322580878526861,2.24014498976987,52,5.5,350,1,1,0.806540591348042,-5.73657157404619,2,134.408699386192,1.5572057030834,1560
